0,0
0.01,0.0681665
0.02,0.137043
0.03,0.206788
0.04,0.277059
0.05,0.347122
0.06,0.41599
0.07,0.482567
0.08,0.545791
0.09,0.604749
0.1,0.658763
0.11,0.707422
0.12,0.750581
0.13,0.788326
0.14,0.820925
0.15,0.848772
0.16,0.872331
0.17,0.892098
0.18,0.908565
0.19,0.922197
0.2,0.933422
0.21,0.94262
0.22,0.950126
0.23,0.956226
0.24,0.961165
0.25,0.96515
0.26,0.968352
0.27,0.970916
0.28,0.972959
0.29,0.97458
0.3,0.975859
0.31,0.976861
0.32,0.977641
0.33,0.978242
0.34,0.978701
0.35,0.979045
0.36,0.9793
0.37,0.979484
0.38,0.979613
0.39,0.979699
0.4,0.979753
0.41,0.979783
0.42,0.979796
0.43,0.979798
0.44,0.979791
0.45,0.979781
0.46,0.979769
0.47,0.979758
0.48,0.97975
0.49,0.979744
0.5,0.979742
0.51,0.979744
0.52,0.97975
0.53,0.979758
0.54,0.979769
0.55,0.979781
0.56,0.979791
0.57,0.979798
0.58,0.979796
0.59,0.979783
0.6,0.979753
0.61,0.979699
0.62,0.979613
0.63,0.979484
0.64,0.9793
0.65,0.979045
0.66,0.978701
0.67,0.978242
0.68,0.977641
0.69,0.976861
0.7,0.975859
0.71,0.97458
0.72,0.972959
0.73,0.970916
0.74,0.968352
0.75,0.96515
0.76,0.961165
0.77,0.956226
0.78,0.950126
0.79,0.94262
0.8,0.933422
0.81,0.922197
0.82,0.908565
0.83,0.892098
0.84,0.872331
0.85,0.848772
0.86,0.820925
0.87,0.788326
0.88,0.750581
0.89,0.707422
0.9,0.658763
0.91,0.604749
0.92,0.545791
0.93,0.482567
0.94,0.41599
0.95,0.347122
0.96,0.277059
0.97,0.206788
0.98,0.137043
0.99,0.0681665
1,0
