0,0
0.01,0.000713802
0.02,0.0014394
0.03,0.00218866
0.04,0.00297367
0.05,0.00380686
0.06,0.00470111
0.07,0.00566991
0.08,0.00672747
0.09,0.00788886
0.1,0.00917014
0.11,0.0105885
0.12,0.0121623
0.13,0.0139113
0.14,0.0158569
0.15,0.0180217
0.16,0.0204305
0.17,0.0231093
0.18,0.0260864
0.19,0.0293916
0.2,0.0330567
0.21,0.0371149
0.22,0.0416012
0.23,0.0465518
0.24,0.052004
0.25,0.0579955
0.26,0.0645639
0.27,0.0717462
0.28,0.0795776
0.29,0.0880906
0.3,0.097314
0.31,0.107271
0.32,0.117979
0.33,0.129445
0.34,0.141668
0.35,0.154635
0.36,0.168318
0.37,0.182677
0.38,0.197655
0.39,0.213176
0.4,0.229151
0.41,0.245472
0.42,0.262016
0.43,0.278644
0.44,0.295207
0.45,0.311544
0.46,0.327488
0.47,0.342869
0.48,0.357516
0.49,0.371264
0.5,0.383951
0.51,0.395428
0.52,0.405559
0.53,0.414223
0.54,0.421314
0.55,0.426748
0.56,0.430458
0.57,0.432401
0.58,0.432551
0.59,0.430907
0.6,0.427488
0.61,0.422334
0.62,0.415506
0.63,0.407084
0.64,0.39717
0.65,0.385881
0.66,0.37335
0.67,0.359725
0.68,0.345162
0.69,0.329827
0.7,0.313889
0.71,0.297519
0.72,0.280883
0.73,0.264143
0.74,0.24745
0.75,0.230943
0.76,0.214748
0.77,0.198974
0.78,0.183714
0.79,0.169042
0.8,0.155016
0.81,0.141679
0.82,0.129057
0.83,0.117162
0.84,0.105994
0.85,0.0955429
0.86,0.0857886
0.87,0.0767032
0.88,0.0682529
0.89,0.0603991
0.9,0.0530994
0.91,0.0463085
0.92,0.0399793
0.93,0.0340632
0.94,0.028511
0.95,0.0232725
0.96,0.0182973
0.97,0.0135344
0.98,0.00893231
0.99,0.00443868
1,0
