0,0
0.01,0.072116
0.02,0.145035
0.03,0.218888
0.04,0.293194
0.05,0.367022
0.06,0.439164
0.07,0.508332
0.08,0.573331
0.09,0.633199
0.1,0.687289
0.11,0.735288
0.12,0.777193
0.13,0.813248
0.14,0.843879
0.15,0.869615
0.16,0.891034
0.17,0.908716
0.18,0.923211
0.19,0.935024
0.2,0.944598
0.21,0.952323
0.22,0.958529
0.23,0.963493
0.24,0.967448
0.25,0.970586
0.26,0.973064
0.27,0.975011
0.28,0.976533
0.29,0.977713
0.3,0.978621
0.31,0.979313
0.32,0.979834
0.33,0.980219
0.34,0.980497
0.35,0.980693
0.36,0.980824
0.37,0.980907
0.38,0.980952
0.39,0.98097
0.4,0.980968
0.41,0.980953
0.42,0.980929
0.43,0.980901
0.44,0.980871
0.45,0.980843
0.46,0.980817
0.47,0.980796
0.48,0.98078
0.49,0.98077
0.5,0.980767
0.51,0.98077
0.52,0.98078
0.53,0.980796
0.54,0.980817
0.55,0.980843
0.56,0.980871
0.57,0.980901
0.58,0.980929
0.59,0.980953
0.6,0.980968
0.61,0.98097
0.62,0.980952
0.63,0.980907
0.64,0.980824
0.65,0.980693
0.66,0.980497
0.67,0.980219
0.68,0.979834
0.69,0.979313
0.7,0.978621
0.71,0.977713
0.72,0.976533
0.73,0.975011
0.74,0.973064
0.75,0.970586
0.76,0.967448
0.77,0.963493
0.78,0.958529
0.79,0.952323
0.8,0.944598
0.81,0.935024
0.82,0.923211
0.83,0.908716
0.84,0.891034
0.85,0.869615
0.86,0.843879
0.87,0.813248
0.88,0.777193
0.89,0.735288
0.9,0.687289
0.91,0.633199
0.92,0.573331
0.93,0.508332
0.94,0.439164
0.95,0.367022
0.96,0.293194
0.97,0.218888
0.98,0.145035
0.99,0.072116
1,0
