0,0
0.01,0.00340389
0.02,0.00684134
0.03,0.0103453
0.04,0.0139482
0.05,0.0176822
0.06,0.0215794
0.07,0.0256717
0.08,0.0299912
0.09,0.0345701
0.1,0.0394405
0.11,0.0446345
0.12,0.050184
0.13,0.0561204
0.14,0.0624746
0.15,0.0692762
0.16,0.0765536
0.17,0.0843327
0.18,0.0926374
0.19,0.101488
0.2,0.1109
0.21,0.120886
0.22,0.13145
0.23,0.142593
0.24,0.154306
0.25,0.166572
0.26,0.179366
0.27,0.192652
0.28,0.206386
0.29,0.220513
0.3,0.234966
0.31,0.249669
0.32,0.264539
0.33,0.279481
0.34,0.294393
0.35,0.309168
0.36,0.323694
0.37,0.337856
0.38,0.351538
0.39,0.364624
0.4,0.377001
0.41,0.388561
0.42,0.399201
0.43,0.408827
0.44,0.417351
0.45,0.424699
0.46,0.430802
0.47,0.435607
0.48,0.43907
0.49,0.44116
0.5,0.441859
0.51,0.44116
0.52,0.43907
0.53,0.435607
0.54,0.430802
0.55,0.424699
0.56,0.417351
0.57,0.408827
0.58,0.399201
0.59,0.388561
0.6,0.377001
0.61,0.364624
0.62,0.351538
0.63,0.337856
0.64,0.323694
0.65,0.309168
0.66,0.294393
0.67,0.279481
0.68,0.264539
0.69,0.249669
0.7,0.234966
0.71,0.220513
0.72,0.206386
0.73,0.192652
0.74,0.179366
0.75,0.166572
0.76,0.154306
0.77,0.142593
0.78,0.13145
0.79,0.120886
0.8,0.1109
0.81,0.101488
0.82,0.0926374
0.83,0.0843327
0.84,0.0765536
0.85,0.0692762
0.86,0.0624746
0.87,0.0561204
0.88,0.050184
0.89,0.0446345
0.9,0.0394405
0.91,0.0345701
0.92,0.0299912
0.93,0.0256717
0.94,0.0215794
0.95,0.0176822
0.96,0.0139482
0.97,0.0103453
0.98,0.00684134
0.99,0.00340389
1,0
