0,0
0.01,-8.36503e-05
0.02,-0.000166375
0.03,-0.000247229
0.04,-0.000325233
0.05,-0.00039935
0.06,-0.000468465
0.07,-0.000531361
0.08,-0.000586697
0.09,-0.00063298
0.1,-0.00066853
0.11,-0.000691453
0.12,-0.000699597
0.13,-0.00069051
0.14,-0.000661394
0.15,-0.000609044
0.16,-0.000529786
0.17,-0.000419406
0.18,-0.000273066
0.19,-8.52099e-05
0.2,0.000150544
0.21,0.000441523
0.22,0.000796138
0.23,0.00122404
0.24,0.0017363
0.25,0.00234558
0.26,0.00306638
0.27,0.00391529
0.28,0.00491121
0.29,0.00607568
0.3,0.00743317
0.31,0.00901142
0.32,0.0108418
0.33,0.0129597
0.34,0.0154047
0.35,0.018221
0.36,0.021458
0.37,0.0251697
0.38,0.0294156
0.39,0.0342602
0.4,0.0397724
0.41,0.0460255
0.42,0.0530954
0.43,0.0610595
0.44,0.0699944
0.45,0.0799734
0.46,0.0910624
0.47,0.103316
0.48,0.116773
0.49,0.131451
0.5,0.147338
0.51,0.164391
0.52,0.182528
0.53,0.201623
0.54,0.221507
0.55,0.241964
0.56,0.262735
0.57,0.283521
0.58,0.303993
0.59,0.323803
0.6,0.342588
0.61,0.359994
0.62,0.375677
0.63,0.389323
0.64,0.400652
0.65,0.409433
0.66,0.415483
0.67,0.418675
0.68,0.418944
0.69,0.416281
0.7,0.410741
0.71,0.402436
0.72,0.391536
0.73,0.378262
0.74,0.362882
0.75,0.345705
0.76,0.327066
0.77,0.307319
0.78,0.286822
0.79,0.265929
0.8,0.24497
0.81,0.224248
0.82,0.204029
0.83,0.184533
0.84,0.165937
0.85,0.148368
0.86,0.131912
0.87,0.116612
0.88,0.102478
0.89,0.0894863
0.9,0.0775923
0.91,0.0667303
0.92,0.0568209
0.93,0.0477739
0.94,0.0394924
0.95,0.0318746
0.96,0.0248156
0.97,0.0182086
0.98,0.0119448
0.99,0.00591331
1,0
