0,0
0.01,0.0868796
0.02,0.174953
0.03,0.264097
0.04,0.353071
0.05,0.439934
0.06,0.522505
0.07,0.598789
0.08,0.667304
0.09,0.727231
0.1,0.778407
0.11,0.821203
0.12,0.856356
0.13,0.884801
0.14,0.907531
0.15,0.925509
0.16,0.939605
0.17,0.950578
0.18,0.959066
0.19,0.965593
0.2,0.970586
0.21,0.974382
0.22,0.977253
0.23,0.979407
0.24,0.98101
0.25,0.98219
0.26,0.983047
0.27,0.983657
0.28,0.98408
0.29,0.984361
0.3,0.984536
0.31,0.984631
0.32,0.984668
0.33,0.984663
0.34,0.984627
0.35,0.98457
0.36,0.9845
0.37,0.984422
0.38,0.98434
0.39,0.984258
0.4,0.984178
0.41,0.984101
0.42,0.98403
0.43,0.983966
0.44,0.983908
0.45,0.983859
0.46,0.983818
0.47,0.983786
0.48,0.983763
0.49,0.983749
0.5,0.983744
0.51,0.983749
0.52,0.983763
0.53,0.983786
0.54,0.983818
0.55,0.983859
0.56,0.983908
0.57,0.983966
0.58,0.98403
0.59,0.984101
0.6,0.984178
0.61,0.984258
0.62,0.98434
0.63,0.984422
0.64,0.9845
0.65,0.98457
0.66,0.984627
0.67,0.984663
0.68,0.984668
0.69,0.984631
0.7,0.984536
0.71,0.984361
0.72,0.98408
0.73,0.983657
0.74,0.983047
0.75,0.98219
0.76,0.98101
0.77,0.979407
0.78,0.977253
0.79,0.974382
0.8,0.970586
0.81,0.965593
0.82,0.959066
0.83,0.950578
0.84,0.939605
0.85,0.925509
0.86,0.907531
0.87,0.884801
0.88,0.856356
0.89,0.821203
0.9,0.778407
0.91,0.727231
0.92,0.667304
0.93,0.598789
0.94,0.522505
0.95,0.439934
0.96,0.353071
0.97,0.264097
0.98,0.174953
0.99,0.0868796
1,0
