0,0
0.01,0.00595961
0.02,0.0120449
0.03,0.0183772
0.04,0.0250746
0.05,0.032253
0.06,0.0400268
0.07,0.0485077
0.08,0.0578047
0.09,0.0680214
0.1,0.0792533
0.11,0.091584
0.12,0.105081
0.13,0.119789
0.14,0.135724
0.15,0.15287
0.16,0.171166
0.17,0.190509
0.18,0.210743
0.19,0.23166
0.2,0.253005
0.21,0.274473
0.22,0.295722
0.23,0.316383
0.24,0.336068
0.25,0.354391
0.26,0.370978
0.27,0.385481
0.28,0.397591
0.29,0.407047
0.3,0.413646
0.31,0.417246
0.32,0.417769
0.33,0.415205
0.34,0.409611
0.35,0.401112
0.36,0.389893
0.37,0.376199
0.38,0.360326
0.39,0.342612
0.4,0.323424
0.41,0.30315
0.42,0.282178
0.43,0.260887
0.44,0.23963
0.45,0.218729
0.46,0.198457
0.47,0.179042
0.48,0.16066
0.49,0.143439
0.5,0.127456
0.51,0.112751
0.52,0.0993272
0.53,0.0871582
0.54,0.0761964
0.55,0.066378
0.56,0.0576282
0.57,0.0498663
0.58,0.0430086
0.59,0.0369722
0.6,0.0316761
0.61,0.0270436
0.62,0.0230026
0.63,0.0194866
0.64,0.0164348
0.65,0.0137919
0.66,0.0115082
0.67,0.00953944
0.68,0.00784594
0.69,0.00639272
0.7,0.00514889
0.71,0.00408728
0.72,0.00318402
0.73,0.00241826
0.74,0.00177178
0.75,0.00122868
0.76,0.000775119
0.77,0.000399073
0.78,9.00872e-05
0.79,-0.000160912
0.8,-0.000361794
0.81,-0.00051938
0.82,-0.000639583
0.83,-0.000727524
0.84,-0.000787639
0.85,-0.000823773
0.86,-0.000839258
0.87,-0.000836981
0.88,-0.000819452
0.89,-0.000788851
0.9,-0.000747075
0.91,-0.000695783
0.92,-0.000636429
0.93,-0.000570293
0.94,-0.000498507
0.95,-0.000422085
0.96,-0.00034194
0.97,-0.000258907
0.98,-0.000173758
0.99,-8.72223e-05
1,0
